RUN	StarTest.Framework.StarSim	starsim	1624031933689	StarTest.Framework.StarSim-SIMULATION_1_1:SIMULATION_2_0:SIMULATION_3_0:Iterations_10	3.5.1
REQUEST	StarTestALL / APIs,ChatTranscript		1624031964427	1624031964508	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,ChatTranscript	1624031964426	1624031964509	81	KO
GROUP	StarTestALL / APIs	1624031959268	1624031964509	1219	KO
REQUEST	StarTestALL / APIs,GetStarNote		1624031964509	1624031964584	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarNote	1624031964509	1624031964584	75	KO
REQUEST	StarTestALL / APIs,GetEpisodeOfCare		1624031965590	1624031965665	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetEpisodeOfCare	1624031965589	1624031965666	75	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberList		1624031966672	1624031966770	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberList	1624031966671	1624031966771	98	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberDetail		1624031967777	1624031967851	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberDetail	1624031967776	1624031967852	74	KO
REQUEST	StarTestALL / APIs,ChatTranscript		1624031968859	1624031968937	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,ChatTranscript	1624031968858	1624031968938	78	KO
GROUP	StarTestALL / APIs	1624031964509	1624031968938	400	KO
REQUEST	StarTestALL / APIs,GetStarNote		1624031968938	1624031969009	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarNote	1624031968938	1624031969009	71	KO
REQUEST	StarTestALL / APIs,GetEpisodeOfCare		1624031970012	1624031970091	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetEpisodeOfCare	1624031970011	1624031970092	79	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberList		1624031971096	1624031971173	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberList	1624031971095	1624031971174	77	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberDetail		1624031972180	1624031972302	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberDetail	1624031972180	1624031972303	122	KO
REQUEST	StarTestALL / APIs,ChatTranscript		1624031973307	1624031973376	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,ChatTranscript	1624031973307	1624031973376	69	KO
GROUP	StarTestALL / APIs	1624031968938	1624031973376	418	KO
REQUEST	StarTestALL / APIs,GetStarNote		1624031973377	1624031973448	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarNote	1624031973377	1624031973448	71	KO
REQUEST	StarTestALL / APIs,GetEpisodeOfCare		1624031974454	1624031974523	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetEpisodeOfCare	1624031974453	1624031974524	69	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberList		1624031975529	1624031975607	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberList	1624031975528	1624031975608	78	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberDetail		1624031976614	1624031976693	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberDetail	1624031976613	1624031976694	79	KO
REQUEST	StarTestALL / APIs,ChatTranscript		1624031977697	1624031977792	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,ChatTranscript	1624031977696	1624031977793	95	KO
GROUP	StarTestALL / APIs	1624031973377	1624031977793	392	KO
REQUEST	StarTestALL / APIs,GetStarNote		1624031977793	1624031977906	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarNote	1624031977793	1624031977907	113	KO
REQUEST	StarTestALL / APIs,GetEpisodeOfCare		1624031978913	1624031978984	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetEpisodeOfCare	1624031978912	1624031978985	71	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberList		1624031979989	1624031980074	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberList	1624031979988	1624031980075	85	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberDetail		1624031981080	1624031981158	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberDetail	1624031981079	1624031981159	78	KO
REQUEST	StarTestALL / APIs,ChatTranscript		1624031982161	1624031983640	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,ChatTranscript	1624031982161	1624031983641	1479	KO
GROUP	StarTestALL / APIs	1624031977793	1624031983641	1826	KO
USER	StarTestALL	END	1624031983643
