RUN	StarTest.Framework.StarSim	starsim	1624031933689	StarTest.Framework.StarSim-SIMULATION_1_1:SIMULATION_2_0:SIMULATION_3_0:Iterations_10	3.5.1
USER	StarTestALL	START	1624031935261
REQUEST	StarTestALL / APIs,GetStarNote		1624031935276	1624031936438	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarNote	1624031935264	1624031936459	1162	KO
REQUEST	StarTestALL / APIs,GetEpisodeOfCare		1624031937466	1624031937545	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetEpisodeOfCare	1624031937463	1624031937548	79	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberList		1624031938554	1624031938632	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberList	1624031938553	1624031938634	78	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberDetail		1624031939637	1624031939714	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberDetail	1624031939636	1624031939716	77	KO
REQUEST	StarTestALL / APIs,ChatTranscript		1624031940721	1624031940829	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,ChatTranscript	1624031940720	1624031940831	108	KO
GROUP	StarTestALL / APIs	1624031935263	1624031940831	1504	KO
REQUEST	StarTestALL / APIs,GetStarNote		1624031940832	1624031940903	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarNote	1624031940831	1624031940905	71	KO
REQUEST	StarTestALL / APIs,GetEpisodeOfCare		1624031941911	1624031941978	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetEpisodeOfCare	1624031941910	1624031941979	67	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberList		1624031942985	1624031943062	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberList	1624031942984	1624031943063	77	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberDetail		1624031944067	1624031944135	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberDetail	1624031944066	1624031944136	68	KO
REQUEST	StarTestALL / APIs,ChatTranscript		1624031945142	1624031945215	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,ChatTranscript	1624031945141	1624031945217	73	KO
GROUP	StarTestALL / APIs	1624031940831	1624031945217	356	KO
REQUEST	StarTestALL / APIs,GetStarNote		1624031945217	1624031945286	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarNote	1624031945217	1624031945287	69	KO
REQUEST	StarTestALL / APIs,GetEpisodeOfCare		1624031946293	1624031946400	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetEpisodeOfCare	1624031946292	1624031946401	107	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberList		1624031947407	1624031947483	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberList	1624031947406	1624031947484	76	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberDetail		1624031948486	1624031948563	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberDetail	1624031948486	1624031948565	77	KO
REQUEST	StarTestALL / APIs,ChatTranscript		1624031949571	1624031949644	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,ChatTranscript	1624031949570	1624031949645	73	KO
GROUP	StarTestALL / APIs	1624031945217	1624031949645	402	KO
REQUEST	StarTestALL / APIs,GetStarNote		1624031949646	1624031949717	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarNote	1624031949646	1624031949719	71	KO
REQUEST	StarTestALL / APIs,GetEpisodeOfCare		1624031950725	1624031950853	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetEpisodeOfCare	1624031950724	1624031950854	128	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberList		1624031951860	1624031951959	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberList	1624031951859	1624031951961	99	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberDetail		1624031952967	1624031953033	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberDetail	1624031952966	1624031953033	66	KO
REQUEST	StarTestALL / APIs,ChatTranscript		1624031954039	1624031954112	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,ChatTranscript	1624031954038	1624031954113	73	KO
GROUP	StarTestALL / APIs	1624031949646	1624031954113	437	KO
REQUEST	StarTestALL / APIs,GetStarNote		1624031954114	1624031954184	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarNote	1624031954114	1624031954184	70	KO
REQUEST	StarTestALL / APIs,GetEpisodeOfCare		1624031955189	1624031955265	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetEpisodeOfCare	1624031955189	1624031955266	76	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberList		1624031956269	1624031957110	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberList	1624031956268	1624031957111	841	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberDetail		1624031958115	1624031958194	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberDetail	1624031958115	1624031958195	79	KO
REQUEST	StarTestALL / APIs,ChatTranscript		1624031959198	1624031959267	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,ChatTranscript	1624031959196	1624031959268	69	KO
GROUP	StarTestALL / APIs	1624031954114	1624031959268	1135	KO
REQUEST	StarTestALL / APIs,GetStarNote		1624031959269	1624031959342	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarNote	1624031959268	1624031959343	73	KO
REQUEST	StarTestALL / APIs,GetEpisodeOfCare		1624031960347	1624031960422	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetEpisodeOfCare	1624031960346	1624031960423	75	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberList		1624031961425	1624031962339	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberList	1624031961424	1624031962340	914	KO
REQUEST	StarTestALL / APIs,GetStarUIMemberDetail		1624031963346	1624031963422	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
GROUP	StarTestALL / APIs,GetStarUIMemberDetail	1624031963345	1624031963423	76	KO
