RUN	Optum.Framework.OptumSim	optumsim	1625757321023	Optum.Framework.OptumSim-SIMULATION_1_2:SIMULATION_2_0:SIMULATION_3_0:Iterations_100	3.5.1
USER	Users_1	START	1625757322427
REQUEST	,Login		1625757322443	1625757322784	OK	 
REQUEST	,S_3231359	request_1	1625757413045	1625757413732	OK	 
REQUEST	,SearchName_Name	Search_1	1625757413625	1625757413854	OK	 
REQUEST	,S_3231359	request_3231359	1625757413733	1625757413964	OK	 
GROUP	,S_3231359	1625757412897	1625757413964	1065	OK
REQUEST	,SearchName_Name	Search_3231359	1625757413855	1625757414421	OK	 
GROUP	,SearchName_Name	1625757413624	1625757414421	795	OK
REQUEST	,DrillDown_Smith	70078	1625757415156	1625757415295	OK	 
GROUP	,DrillDown_Smith	1625757415155	1625757415295	139	OK
REQUEST	,S_3231359	Select_Smith	1625757415948	1625757416051	OK	 
REQUEST	,S_3231359	request_1	1625757416051	1625757416480	OK	 
REQUEST	,S_3231359	request_3231359	1625757416481	1625757416749	OK	 
GROUP	,S_3231359	1625757415947	1625757416750	800	OK
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757416738	1625757417095	OK	 
GROUP	,SearchByActiveMember	1625757416738	1625757417095	357	OK
REQUEST	,DrillDown_Smith	70078	1625757418563	1625757418697	OK	 
GROUP	,DrillDown_Smith	1625757418563	1625757418698	134	OK
REQUEST	,SearchName_Name	Search_1	1625757418686	1625757418891	OK	 
REQUEST	,SearchName_Name	Search_3231359	1625757418892	1625757419107	OK	 
GROUP	,SearchName_Name	1625757418685	1625757419107	420	OK
REQUEST	,S_3231359	Select_Smith	1625757420173	1625757420305	OK	 
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757420279	1625757420452	OK	 
GROUP	,SearchByActiveMember	1625757420278	1625757420452	173	OK
REQUEST	,S_3231359	request_1	1625757420305	1625757420915	OK	 
REQUEST	,S_3231359	request_3231359	1625757420916	1625757421191	OK	 
GROUP	,S_3231359	1625757420172	1625757421191	1017	OK
REQUEST	,SearchName_Name	Search_1	1625757421845	1625757422120	OK	 
REQUEST	,SearchName_Name	Search_3231359	1625757422120	1625757422336	OK	 
GROUP	,SearchName_Name	1625757421844	1625757422336	491	OK
REQUEST	,DrillDown_Smith	70078	1625757422232	1625757422354	OK	 
GROUP	,DrillDown_Smith	1625757422232	1625757422355	122	OK
REQUEST	,S_3231359	Select_Smith	1625757424148	1625757424281	OK	 
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757424259	1625757424410	OK	 
GROUP	,SearchByActiveMember	1625757424259	1625757424410	151	OK
REQUEST	,S_3231359	request_1	1625757424281	1625757424778	OK	 
REQUEST	,S_3231359	request_3231359	1625757424779	1625757425185	OK	 
GROUP	,S_3231359	1625757424148	1625757425186	1036	OK
REQUEST	,SearchName_Name	Search_1	1625757426209	1625757426462	OK	 
REQUEST	,SearchName_Name	Search_3231359	1625757426463	1625757427026	OK	 
GROUP	,SearchName_Name	1625757426208	1625757427027	816	OK
REQUEST	,DrillDown_Smith	70078	1625757427186	1625757427583	OK	 
GROUP	,DrillDown_Smith	1625757427185	1625757427583	397	OK
REQUEST	,S_3231359	Select_Smith	1625757428371	1625757428488	OK	 
REQUEST	,S_3231359	request_1	1625757428488	1625757428869	OK	 
REQUEST	,S_3231359	request_3231359	1625757428869	1625757429095	OK	 
GROUP	,S_3231359	1625757428371	1625757429095	724	OK
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757429252	1625757429383	OK	 
GROUP	,SearchByActiveMember	1625757429252	1625757429383	131	OK
REQUEST	,DrillDown_Smith	70078	1625757430329	1625757430461	OK	 
GROUP	,DrillDown_Smith	1625757430328	1625757430461	132	OK
REQUEST	,SearchName_Name	Search_1	1625757430898	1625757431114	OK	 
REQUEST	,SearchName_Name	Search_3231359	1625757431115	1625757431590	OK	 
GROUP	,SearchName_Name	1625757430897	1625757431590	691	OK
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757431515	1625757431727	OK	 
GROUP	,SearchByActiveMember	1625757431514	1625757431728	212	OK
REQUEST	,S_3231359	Select_Smith	1625757433127	1625757433226	OK	 
REQUEST	,S_3231359	request_1	1625757433227	1625757433851	OK	 
REQUEST	,S_3231359	request_3231359	1625757433851	1625757434121	OK	 
GROUP	,S_3231359	1625757433127	1625757434121	993	OK
REQUEST	,SearchName_Name	Search_1	1625757433619	1625757434130	OK	 
REQUEST	,SearchName_Name	Search_3231359	1625757434130	1625757434343	OK	 
GROUP	,SearchName_Name	1625757433618	1625757434343	724	OK
REQUEST	,DrillDown_Smith	70078	1625757435513	1625757435669	OK	 
GROUP	,DrillDown_Smith	1625757435512	1625757435669	156	OK
REQUEST	,S_3231359	Select_Smith	1625757436137	1625757436231	OK	 
REQUEST	,S_3231359	request_1	1625757436231	1625757436634	OK	 
REQUEST	,S_3231359	request_3231359	1625757436635	1625757436876	OK	 
GROUP	,S_3231359	1625757436137	1625757436876	738	OK
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757436902	1625757437080	OK	 
GROUP	,SearchByActiveMember	1625757436902	1625757437080	178	OK
REQUEST	,DrillDown_Smith	70078	1625757437977	1625757438105	OK	 
GROUP	,DrillDown_Smith	1625757437977	1625757438106	128	OK
REQUEST	,SearchName_Name	Search_1	1625757438959	1625757439460	OK	 
REQUEST	,SearchName_Name	Search_3231359	1625757439460	1625757439689	OK	 
GROUP	,SearchName_Name	1625757438958	1625757439689	730	OK
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757439566	1625757439964	OK	 
GROUP	,SearchByActiveMember	1625757439565	1625757439964	398	OK
REQUEST	,S_3231359	Select_Smith	1625757441281	1625757441375	OK	 
REQUEST	,S_3231359	request_1	1625757441376	1625757441941	OK	 
REQUEST	,SearchName_Name	Search_1	1625757441850	1625757442102	OK	 
REQUEST	,S_3231359	request_3231359	1625757441942	1625757442210	OK	 
GROUP	,S_3231359	1625757441281	1625757442210	927	OK
REQUEST	,SearchName_Name	Search_3231359	1625757442102	1625757442560	OK	 
GROUP	,SearchName_Name	1625757441850	1625757442560	710	OK
REQUEST	,S_3231359	Select_Smith	1625757443593	1625757443692	OK	 
REQUEST	,S_3231359	request_1	1625757443693	1625757444083	OK	 
REQUEST	,DrillDown_Smith	70078	1625757443706	1625757444151	OK	 
GROUP	,DrillDown_Smith	1625757443706	1625757444152	445	OK
REQUEST	,S_3231359	request_3231359	1625757444084	1625757444380	OK	 
GROUP	,S_3231359	1625757443592	1625757444380	785	OK
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757445617	1625757445763	OK	 
GROUP	,SearchByActiveMember	1625757445616	1625757445763	146	OK
REQUEST	,DrillDown_Smith	70078	1625757445787	1625757445906	OK	 
GROUP	,DrillDown_Smith	1625757445787	1625757445907	119	OK
REQUEST	,SearchName_Name	Search_1	1625757447398	1625757447648	OK	 
REQUEST	,SearchName_Name	Search_3231359	1625757447648	1625757448169	OK	 
GROUP	,SearchName_Name	1625757447398	1625757448169	771	OK
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757447211	1625757449660	OK	 
GROUP	,SearchByActiveMember	1625757447210	1625757449660	2449	OK
REQUEST	,S_3231359	Select_Smith	1625757449736	1625757449832	OK	 
REQUEST	,S_3231359	request_1	1625757449832	1625757450566	OK	 
REQUEST	,S_3231359	request_3231359	1625757450566	1625757450814	OK	 
GROUP	,S_3231359	1625757449735	1625757450815	1078	OK
REQUEST	,SearchName_Name	Search_1	1625757451376	1625757451936	OK	 
REQUEST	,SearchName_Name	Search_3231359	1625757451937	1625757452387	OK	 
GROUP	,SearchName_Name	1625757451375	1625757452388	1010	OK
REQUEST	,DrillDown_Smith	70078	1625757452529	1625757452649	OK	 
GROUP	,DrillDown_Smith	1625757452528	1625757452649	120	OK
REQUEST	,S_3231359	Select_Smith	1625757453515	1625757453616	OK	 
REQUEST	,S_3231359	request_1	1625757453616	1625757454261	OK	 
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757453990	1625757454450	OK	 
GROUP	,SearchByActiveMember	1625757453989	1625757454450	460	OK
REQUEST	,S_3231359	request_3231359	1625757454261	1625757454512	OK	 
GROUP	,S_3231359	1625757453514	1625757454513	997	OK
REQUEST	,DrillDown_Smith	70078	1625757455697	1625757455857	OK	 
GROUP	,DrillDown_Smith	1625757455696	1625757455857	160	OK
REQUEST	,SearchName_Name	Search_1	1625757455836	1625757456067	OK	 
REQUEST	,SearchName_Name	Search_3231359	1625757456068	1625757456294	OK	 
GROUP	,SearchName_Name	1625757455835	1625757456294	457	OK
REQUEST	,S_3231359	Select_Smith	1625757457314	1625757457690	OK	 
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757457619	1625757457766	OK	 
GROUP	,SearchByActiveMember	1625757457618	1625757457766	147	OK
REQUEST	,S_3231359	request_1	1625757457691	1625757458462	OK	 
REQUEST	,S_3231359	request_3231359	1625757458463	1625757458772	OK	 
GROUP	,S_3231359	1625757457314	1625757458772	1456	OK
REQUEST	,SearchName_Name	Search_1	1625757459003	1625757459486	OK	 
REQUEST	,SearchName_Name	Search_3231359	1625757459487	1625757459723	OK	 
GROUP	,SearchName_Name	1625757459003	1625757459724	719	OK
REQUEST	,DrillDown_Smith	70078	1625757459968	1625757460306	OK	 
GROUP	,DrillDown_Smith	1625757459967	1625757460306	338	OK
REQUEST	,S_3231359	Select_Smith	1625757460986	1625757461083	OK	 
REQUEST	,S_3231359	request_1	1625757461085	1625757461742	OK	 
REQUEST	,SearchByActiveMember	Select_SearchByActiveMember	1625757461808	1625757461955	OK	 
GROUP	,SearchByActiveMember	1625757461808	1625757461956	147	OK
REQUEST	,S_3231359	request_3231359	1625757461742	1625757461976	OK	 
GROUP	,S_3231359	1625757460985	1625757461976	988	OK
