RUN	StarTest.Framework.StarSim	starsim	1624545801644	StarTest.Framework.StarSim-SIMULATION_1_10:SIMULATION_2_0:SIMULATION_3_0:Iterations_100	3.5.1
USER	Users_1	START	1624545803042
REQUEST	StarAPI,LOGIN	LOGIN	1624545803064	1624545803333	OK	 
GROUP	StarAPI,LOGIN	1624545803047	1624545803351	269	OK
USER	Users_1	START	1624545804040
REQUEST	StarAPI,LOGIN	LOGIN	1624545804042	1624545804314	OK	 
GROUP	StarAPI,LOGIN	1624545804041	1624545804316	272	OK
USER	Users_1	START	1624545805036
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545804979	1624545805411	OK	 
GROUP	StarAPI,GetStarNote	1624545804971	1624545805413	432	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545805038	1624545805417	OK	 
GROUP	StarAPI,LOGIN	1624545805037	1624545805418	379	OK
USER	Users_1	START	1624545806034
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545805926	1624545806282	OK	 
GROUP	StarAPI,GetStarNote	1624545805925	1624545806284	356	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545806035	1624545806313	OK	 
GROUP	StarAPI,LOGIN	1624545806034	1624545806314	278	OK
USER	Users_1	START	1624545807038
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545806848	1624545807249	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545806846	1624545807251	401	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545807039	1624545807294	OK	 
GROUP	StarAPI,LOGIN	1624545807038	1624545807295	255	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545807229	1624545807563	OK	 
GROUP	StarAPI,GetStarNote	1624545807228	1624545807564	334	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545807294	1624545807666	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545807293	1624545807666	372	OK
USER	Users_1	START	1624545808037
REQUEST	StarAPI,LOGIN	LOGIN	1624545808039	1624545808328	OK	 
GROUP	StarAPI,LOGIN	1624545808038	1624545808329	289	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545808700	1624545809030	OK	 
GROUP	StarAPI,GetStarNote	1624545808699	1624545809031	330	OK
USER	Users_1	START	1624545809035
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545809193	1624545809696	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545809192	1624545809697	503	OK
USER	Users_1	START	1624545810035
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545809665	1624545810133	OK	 
GROUP	StarAPI,GetStarNote	1624545809665	1624545810135	468	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545809201	1624545810199	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545809200	1624545810201	998	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545809188	1624545810217	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545809187	1624545810218	1029	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545810036	1624545810380	OK	 
GROUP	StarAPI,LOGIN	1624545810036	1624545810382	344	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545809036	1624545810386	OK	 
GROUP	StarAPI,LOGIN	1624545809036	1624545810387	1350	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545810529	1624545810930	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545810528	1624545810931	401	OK
USER	Users_1	START	1624545811037
REQUEST	StarAPI,LOGIN	LOGIN	1624545811038	1624545811767	OK	 
GROUP	StarAPI,LOGIN	1624545811038	1624545811768	729	OK
USER	Users_1	START	1624545812037
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545811590	1624545812199	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545811589	1624545812200	609	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545811404	1624545812226	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545811403	1624545812226	822	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545812107	1624545812526	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545812106	1624545812527	419	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545811644	1624545812535	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545811643	1624545812536	891	OK
