RUN	ocmlogin	ocmlogin	1630522349189	 	3.5.1
USER	ocmlogin	START	1630522355771
REQUEST		Authenticate	1630522355787	1630522356295	OK	 
REQUEST		request_0	1630522356314	1630522362839	OK	 
REQUEST		request_1	1630522362843	1630522362939	OK	 
REQUEST		request_2	1630522362943	1630522363058	OK	 
REQUEST		request_2 Redirect 1	1630522363063	1630522363182	OK	 
REQUEST		request_2 Redirect 2	1630522363183	1630522363388	OK	 
REQUEST		common.css	1630522363442	1630522363880	OK	 
REQUEST		UHG_Header_Logo.png	1630522363443	1630522363893	OK	 
REQUEST		msidpassword.js	1630522363443	1630522363894	OK	 
REQUEST		common.js	1630522363444	1630522363895	OK	 
REQUEST		bootstrap.min.css	1630522363441	1630522364260	OK	 
REQUEST		request_3	1630522364268	1630522366625	OK	 
REQUEST		icon?family=Material+Icons	1630522366796	1630522367489	OK	 
REQUEST		css2?family=Roboto:wght@300;400;500&display=swap	1630522366714	1630522367568	OK	 
REQUEST		webapis-rtc-peer-connection.min.js	1630522366879	1630522367887	OK	 
REQUEST		amd.min.js	1630522367888	1630522367997	OK	 
REQUEST		named-exports.min.js	1630522367999	1630522368096	OK	 
REQUEST		zone.min.js	1630522366800	1630522368466	OK	 
REQUEST		zone-patch-user-media.js	1630522366880	1630522368504	OK	 
REQUEST		runtime.min.js	1630522366880	1630522368575	OK	 
REQUEST		jquery-3.3.1.slim.min.js	1630522366631	1630522368719	OK	 
REQUEST		global-this	1630522366959	1630522369547	OK	 
REQUEST		system.min.js	1630522366881	1630522369618	OK	 
REQUEST		global-this	1630522369548	1630522369661	OK	 
REQUEST		minified.min.js	1630522368097	1630522369879	OK	 
REQUEST		global-this	1630522369662	1630522370137	OK	 
REQUEST		import-map-overrides.js	1630522366881	1630522370308	OK	 
REQUEST		d3.v3.min.js	1630522367036	1630522370810	OK	 
REQUEST		bootstrap.min.js	1630522366797	1630522371460	OK	 
REQUEST		popper.min.js	1630522366882	1630522372855	OK	 
REQUEST		request_13	1630522372860	1630522373197	OK	 
REQUEST		request_21	1630522373200	1630522376066	OK	 
REQUEST		request_22	1630522376068	1630522376161	OK	 
REQUEST		request_23	1630522376162	1630522376429	OK	 
REQUEST		request_24	1630522376432	1630522376784	OK	 
REQUEST		request_25	1630522376786	1630522377217	OK	 
REQUEST		request_26	1630522377218	1630522389402	OK	 
REQUEST		request_27	1630522389442	1630522389563	OK	 
REQUEST		request_28	1630522389565	1630522389664	OK	 
REQUEST		request_29	1630522389666	1630522390125	OK	 
REQUEST		request_30	1630522390127	1630522391891	OK	 
REQUEST		request_31	1630522391893	1630522391993	OK	 
REQUEST		request_32	1630522391997	1630522392161	OK	 
REQUEST		request_33	1630522392162	1630522392269	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST		request_34	1630522392272	1630522392945	OK	 
REQUEST		request_35	1630522392946	1630522393221	OK	 
REQUEST		request_36	1630522393223	1630522393343	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST		request_37	1630522393345	1630522393462	OK	 
REQUEST		request_38	1630522393463	1630522393616	OK	 
REQUEST		request_39	1630522393618	1630522393739	OK	 
REQUEST		request_40	1630522393740	1630522394285	OK	 
REQUEST		request_41	1630522394286	1630522394406	OK	 
REQUEST		request_42	1630522394408	1630522394895	OK	 
REQUEST		request_43	1630522394896	1630522395011	OK	 
REQUEST		request_44	1630522395013	1630522395172	OK	 
REQUEST		request_45	1630522395173	1630522395329	OK	 
USER	ocmlogin	END	1630522395337
