RUN	StarTest.Framework.StarSim	starsim	1625592234894	StarTest.Framework.StarSim-SIMULATION_1_30:SIMULATION_2_0:SIMULATION_3_0:Iterations_200	3.5.1
GROUP	ChatTranscript	1625592279512	1625592279585	71	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592280012	1625592280494	OK	 
GROUP	GetStarUIMemberDetail	1625592280011	1625592280495	482	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592280151	1625592280582	OK	 
GROUP	GetEpisodeOfCare	1625592280150	1625592280582	431	OK
REQUEST	GetStarNote	GetStarNote	1625592280797	1625592280953	OK	 
GROUP	GetStarNote	1625592280796	1625592280954	156	OK
REQUEST	GetStarNote	GetStarNote	1625592280741	1625592280968	OK	 
GROUP	GetStarNote	1625592280740	1625592280968	227	OK
REQUEST	ChatTranscript	ChatTranscript	1625592281412	1625592281823	OK	 
GROUP	ChatTranscript	1625592281411	1625592281824	411	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592281204	1625592281942	OK	 
GROUP	GetStarUIMemberList	1625592281203	1625592281942	738	OK
REQUEST	ChatTranscript	ChatTranscript	1625592282335	1625592282413	OK	 
GROUP	ChatTranscript	1625592282334	1625592282414	78	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592282756	1625592283448	OK	 
GROUP	GetStarUIMemberList	1625592282755	1625592283449	692	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592282992	1625592283482	OK	 
GROUP	GetEpisodeOfCare	1625592282991	1625592283483	490	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592283342	1625592283770	OK	 
GROUP	GetStarUIMemberDetail	1625592283341	1625592283770	428	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592283416	1625592283801	OK	 
GROUP	GetEpisodeOfCare	1625592283415	1625592283802	385	OK
REQUEST	GetStarNote	GetStarNote	1625592283789	1625592284075	OK	 
GROUP	GetStarNote	1625592283788	1625592284076	286	OK
USER	Users_1	START	1625592284324
REQUEST	LOGIN	LOGIN	1625592284325	1625592284591	OK	 
GROUP	LOGIN	1625592284324	1625592284592	266	OK
REQUEST	GetStarNote	GetStarNote	1625592285006	1625592285154	OK	 
GROUP	GetStarNote	1625592285005	1625592285155	148	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592284966	1625592285699	OK	 
GROUP	GetStarUIMemberList	1625592284966	1625592285700	733	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592285337	1625592285831	OK	 
GROUP	GetEpisodeOfCare	1625592285337	1625592285831	494	OK
REQUEST	GetStarNote	GetStarNote	1625592284593	1625592286036	OK	 
GROUP	GetStarNote	1625592284592	1625592286036	1443	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592285623	1625592286051	OK	 
GROUP	GetStarUIMemberDetail	1625592285622	1625592286052	428	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592285666	1625592286486	OK	 
GROUP	GetStarUIMemberList	1625592285666	1625592286487	820	OK
REQUEST	ChatTranscript	ChatTranscript	1625592286460	1625592286612	OK	 
GROUP	ChatTranscript	1625592286459	1625592286612	152	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592286633	1625592287048	OK	 
GROUP	GetEpisodeOfCare	1625592286632	1625592287048	415	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592287022	1625592287557	OK	 
GROUP	GetStarUIMemberDetail	1625592287022	1625592287558	535	OK
REQUEST	GetStarNote	GetStarNote	1625592287819	1625592287998	OK	 
GROUP	GetStarNote	1625592287818	1625592287999	179	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592287721	1625592288114	OK	 
GROUP	GetStarUIMemberDetail	1625592287720	1625592288115	393	OK
REQUEST	ChatTranscript	ChatTranscript	1625592288500	1625592288571	OK	 
GROUP	ChatTranscript	1625592288500	1625592288571	71	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592288242	1625592288632	OK	 
GROUP	GetEpisodeOfCare	1625592288241	1625592288633	390	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592288041	1625592288735	OK	 
GROUP	GetStarUIMemberList	1625592288040	1625592288736	694	OK
REQUEST	ChatTranscript	ChatTranscript	1625592289634	1625592289705	OK	 
GROUP	ChatTranscript	1625592289633	1625592289706	71	OK
REQUEST	GetStarNote	GetStarNote	1625592289926	1625592290323	OK	 
GROUP	GetStarNote	1625592289925	1625592290324	397	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592289545	1625592290380	OK	 
GROUP	GetStarUIMemberList	1625592289544	1625592290380	835	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592289945	1625592290533	OK	 
GROUP	GetEpisodeOfCare	1625592289944	1625592290534	588	OK
REQUEST	ChatTranscript	ChatTranscript	1625592290402	1625592290651	OK	 
GROUP	ChatTranscript	1625592290401	1625592290651	249	OK
USER	Users_1	START	1625592292325
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592291249	1625592292400	OK	 
GROUP	GetStarUIMemberList	1625592291248	1625592292401	1151	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592291605	1625592292433	OK	 
GROUP	GetStarUIMemberDetail	1625592291605	1625592292436	828	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592292120	1625592292959	OK	 
GROUP	GetStarUIMemberDetail	1625592292120	1625592292960	839	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592292407	1625592292959	OK	 
GROUP	GetEpisodeOfCare	1625592292406	1625592292960	552	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592292946	1625592293762	OK	 
GROUP	GetStarUIMemberList	1625592292946	1625592293763	816	OK
REQUEST	GetStarNote	GetStarNote	1625592291682	1625592294010	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
GROUP	GetStarNote	1625592291682	1625592294012	2328	KO
REQUEST	LOGIN	LOGIN	1625592292326	1625592294627	OK	 
GROUP	LOGIN	1625592292325	1625592294628	2301	OK
REQUEST	GetStarNote	GetStarNote	1625592294629	1625592294996	OK	 
GROUP	GetStarNote	1625592294628	1625592294996	367	OK
REQUEST	ChatTranscript	ChatTranscript	1625592295018	1625592295093	OK	 
GROUP	ChatTranscript	1625592295017	1625592295094	75	OK
REQUEST	ChatTranscript	ChatTranscript	1625592295398	1625592295677	OK	 
GROUP	ChatTranscript	1625592295398	1625592295678	279	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592295362	1625592295782	OK	 
GROUP	GetStarUIMemberDetail	1625592295361	1625592295783	420	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592295726	1625592296360	OK	 
GROUP	GetStarUIMemberDetail	1625592295725	1625592296361	634	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592296581	1625592297008	OK	 
GROUP	GetEpisodeOfCare	1625592296581	1625592297009	427	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592295481	1625592297252	OK	 
GROUP	GetStarUIMemberList	1625592295480	1625592297253	1771	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592296996	1625592297394	OK	 
GROUP	GetEpisodeOfCare	1625592296995	1625592297394	398	OK
REQUEST	GetStarNote	GetStarNote	1625592297170	1625592297505	OK	 
GROUP	GetStarNote	1625592297170	1625592297506	335	OK
REQUEST	GetStarNote	GetStarNote	1625592292131	1625592297631	OK	 
GROUP	GetStarNote	1625592292131	1625592297632	5500	OK
REQUEST	GetStarNote	GetStarNote	1625592297907	1625592298082	OK	 
GROUP	GetStarNote	1625592297906	1625592298082	175	OK
REQUEST	ChatTranscript	ChatTranscript	1625592297712	1625592298505	OK	 
GROUP	ChatTranscript	1625592297712	1625592298505	793	OK
REQUEST	ChatTranscript	ChatTranscript	1625592298499	1625592298571	OK	 
GROUP	ChatTranscript	1625592298498	1625592298572	72	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592299016	1625592299905	OK	 
GROUP	GetEpisodeOfCare	1625592299016	1625592299906	889	OK
USER	Users_1	START	1625592300323
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592299406	1625592300437	OK	 
GROUP	GetEpisodeOfCare	1625592299405	1625592300438	1031	OK
REQUEST	LOGIN	LOGIN	1625592300324	1625592300583	OK	 
GROUP	LOGIN	1625592300324	1625592300583	259	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592300121	1625592300881	OK	 
GROUP	GetStarUIMemberDetail	1625592300120	1625592300882	760	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592299817	1625592300950	OK	 
GROUP	GetEpisodeOfCare	1625592299816	1625592300951	1133	OK
REQUEST	GetStarNote	GetStarNote	1625592300584	1625592301000	OK	 
GROUP	GetStarNote	1625592300584	1625592301001	416	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592298632	1625592301231	OK	 
GROUP	GetStarUIMemberList	1625592298632	1625592301232	2599	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592299321	1625592301231	OK	 
GROUP	GetStarUIMemberList	1625592299321	1625592301232	1910	OK
REQUEST	GetStarNote	GetStarNote	1625592301360	1625592301526	OK	 
GROUP	GetStarNote	1625592301360	1625592301527	166	OK
REQUEST	GetStarNote	GetStarNote	1625592301420	1625592301578	OK	 
GROUP	GetStarNote	1625592301419	1625592301579	158	OK
REQUEST	ChatTranscript	ChatTranscript	1625592302375	1625592302455	OK	 
GROUP	ChatTranscript	1625592302374	1625592302456	80	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592302389	1625592302917	OK	 
GROUP	GetEpisodeOfCare	1625592302388	1625592302917	528	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592302013	1625592303135	OK	 
GROUP	GetStarUIMemberList	1625592302012	1625592303136	1122	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592302239	1625592303271	OK	 
GROUP	GetStarUIMemberList	1625592302238	1625592303271	1032	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592302957	1625592303653	OK	 
GROUP	GetStarUIMemberList	1625592302956	1625592303654	696	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592303428	1625592304146	OK	 
GROUP	GetEpisodeOfCare	1625592303427	1625592304147	718	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592303358	1625592304146	OK	 
GROUP	GetStarUIMemberDetail	1625592303358	1625592304147	788	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592303419	1625592304147	OK	 
GROUP	GetStarUIMemberDetail	1625592303418	1625592304147	728	OK
REQUEST	GetStarNote	GetStarNote	1625592303611	1625592304147	OK	 
GROUP	GetStarNote	1625592303611	1625592304147	536	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592303764	1625592304317	OK	 
GROUP	GetEpisodeOfCare	1625592303763	1625592304317	553	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592304793	1625592305373	OK	 
GROUP	GetStarUIMemberDetail	1625592304792	1625592305373	580	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592305237	1625592305788	OK	 
GROUP	GetEpisodeOfCare	1625592305237	1625592305789	551	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592305411	1625592305930	OK	 
GROUP	GetStarUIMemberDetail	1625592305411	1625592305930	519	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592304857	1625592306005	OK	 
GROUP	GetStarUIMemberList	1625592304857	1625592306005	1148	OK
REQUEST	ChatTranscript	ChatTranscript	1625592306349	1625592306425	OK	 
GROUP	ChatTranscript	1625592306349	1625592306426	76	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592306174	1625592306573	OK	 
GROUP	GetStarUIMemberDetail	1625592306173	1625592306573	399	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592305992	1625592306685	OK	 
GROUP	GetStarUIMemberList	1625592305991	1625592306686	693	OK
REQUEST	ChatTranscript	ChatTranscript	1625592306987	1625592307057	OK	 
GROUP	ChatTranscript	1625592306986	1625592307057	70	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592306450	1625592307160	OK	 
GROUP	GetStarUIMemberList	1625592306450	1625592307161	710	OK
REQUEST	ChatTranscript	ChatTranscript	1625592307752	1625592307842	OK	 
GROUP	ChatTranscript	1625592307752	1625592307843	90	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592307561	1625592307952	OK	 
GROUP	GetStarUIMemberDetail	1625592307560	1625592307952	391	OK
USER	Users_1	START	1625592308324
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592307675	1625592308359	OK	 
GROUP	GetStarUIMemberList	1625592307675	1625592308360	684	OK
REQUEST	ChatTranscript	ChatTranscript	1625592308286	1625592308369	OK	 
GROUP	ChatTranscript	1625592308286	1625592308369	83	OK
REQUEST	GetStarNote	GetStarNote	1625592308284	1625592308428	OK	 
GROUP	GetStarNote	1625592308283	1625592308429	144	OK
REQUEST	LOGIN	LOGIN	1625592308325	1625592308578	OK	 
GROUP	LOGIN	1625592308324	1625592308579	253	OK
REQUEST	GetStarNote	GetStarNote	1625592308579	1625592309034	OK	 
GROUP	GetStarNote	1625592308579	1625592309035	455	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592308689	1625592309097	OK	 
GROUP	GetStarUIMemberDetail	1625592308688	1625592309097	408	OK
REQUEST	ChatTranscript	ChatTranscript	1625592308960	1625592309114	OK	 
GROUP	ChatTranscript	1625592308959	1625592309115	154	OK
REQUEST	ChatTranscript	ChatTranscript	1625592309065	1625592309142	OK	 
GROUP	ChatTranscript	1625592309065	1625592309142	77	OK
REQUEST	GetStarNote	GetStarNote	1625592309363	1625592309598	OK	 
GROUP	GetStarNote	1625592309362	1625592309599	235	OK
REQUEST	GetStarNote	GetStarNote	1625592309646	1625592309887	OK	 
GROUP	GetStarNote	1625592309646	1625592309888	241	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592309508	1625592309916	OK	 
GROUP	GetEpisodeOfCare	1625592309507	1625592309917	408	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592310156	1625592310709	OK	 
GROUP	GetStarUIMemberDetail	1625592310156	1625592310710	553	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592310545	1625592310921	OK	 
GROUP	GetStarUIMemberDetail	1625592310545	1625592310921	376	OK
REQUEST	GetStarNote	GetStarNote	1625592310777	1625592310930	OK	 
GROUP	GetStarNote	1625592310776	1625592310931	153	OK
REQUEST	ChatTranscript	ChatTranscript	1625592311548	1625592311620	OK	 
GROUP	ChatTranscript	1625592311548	1625592311620	72	OK
REQUEST	GetStarNote	GetStarNote	1625592311472	1625592311802	OK	 
GROUP	GetStarNote	1625592311472	1625592311803	330	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592311320	1625592311821	OK	 
GROUP	GetEpisodeOfCare	1625592311319	1625592311821	501	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592311453	1625592312029	OK	 
GROUP	GetEpisodeOfCare	1625592311452	1625592312029	576	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592311590	1625592312086	OK	 
GROUP	GetEpisodeOfCare	1625592311589	1625592312087	496	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592311260	1625592312145	OK	 
GROUP	GetStarUIMemberList	1625592311260	1625592312145	885	OK
REQUEST	GetStarNote	GetStarNote	1625592312046	1625592312233	OK	 
GROUP	GetStarNote	1625592312045	1625592312234	187	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592311961	1625592312344	OK	 
GROUP	GetEpisodeOfCare	1625592311960	1625592312345	383	OK
REQUEST	ChatTranscript	ChatTranscript	1625592312464	1625592312538	OK	 
GROUP	ChatTranscript	1625592312463	1625592312539	74	OK
REQUEST	ChatTranscript	ChatTranscript	1625592312605	1625592312688	OK	 
GROUP	ChatTranscript	1625592312605	1625592312689	83	OK
REQUEST	GetStarNote	GetStarNote	1625592313540	1625592313813	OK	 
GROUP	GetStarNote	1625592313539	1625592313814	273	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592313283	1625592314030	OK	 
GROUP	GetStarUIMemberList	1625592313282	1625592314031	747	OK
REQUEST	GetStarNote	GetStarNote	1625592314131	1625592314332	OK	 
GROUP	GetStarNote	1625592314131	1625592314333	201	OK
REQUEST	GetStarNote	GetStarNote	1625592314197	1625592314359	OK	 
GROUP	GetStarNote	1625592314196	1625592314359	162	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592314263	1625592314831	OK	 
GROUP	GetEpisodeOfCare	1625592314262	1625592314831	568	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592314467	1625592315514	OK	 
GROUP	GetEpisodeOfCare	1625592314467	1625592315514	1047	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592314905	1625592315637	OK	 
GROUP	GetStarUIMemberDetail	1625592314905	1625592315638	732	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592314390	1625592315694	OK	 
GROUP	GetStarUIMemberList	1625592314390	1625592315695	1304	OK
REQUEST	GetEpisodeOfCare	GetEpisodeOfCare	1625592314916	1625592315922	OK	 
GROUP	GetEpisodeOfCare	1625592314915	1625592315922	1006	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592314516	1625592316020	OK	 
GROUP	GetStarUIMemberList	1625592314515	1625592316021	1504	OK
REQUEST	GetStarUIMemberList	GetStarUIMemberList	1625592314396	1625592316047	OK	 
GROUP	GetStarUIMemberList	1625592314396	1625592316048	1651	OK
USER	Users_1	START	1625592316323
REQUEST	LOGIN	LOGIN	1625592316324	1625592316582	OK	 
GROUP	LOGIN	1625592316324	1625592316583	258	OK
REQUEST	GetStarUIMemberDetail	GetStarUIMemberDetail	1625592316441	1625592316829	OK	 
GROUP	GetStarUIMemberDetail	1625592316440	1625592316830	388	OK
REQUEST	GetStarNote	GetStarNote	1625592316583	1625592316932	OK	 
GROUP	GetStarNote	1625592316583	1625592316933	349	OK
