RUN	StarTest.Framework.StarSim	starsim	1624545273525	StarTest.Framework.StarSim-SIMULATION_1_10:SIMULATION_2_0:SIMULATION_3_0:Iterations_10	3.5.1
GROUP	StarAPI,LOGIN	1624545284037	1624545284298	258	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545279539	1624545285097	OK	 
GROUP	StarAPI,GetStarNote	1624545279538	1624545285098	5558	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545282506	1624545285099	OK	 
GROUP	StarAPI,GetStarNote	1624545282505	1624545285099	2593	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545285083	1624545285447	OK	 
GROUP	StarAPI,GetStarNote	1624545285083	1624545285448	364	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545284759	1624545285451	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545284758	1624545285451	692	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545285513	1624545285983	OK	 
GROUP	StarAPI,GetStarNote	1624545285512	1624545285984	470	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545285625	1624545286100	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545285625	1624545286101	475	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545285427	1624545286117	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545285427	1624545286118	690	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545285695	1624545286160	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545285695	1624545286161	465	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545286575	1624545286999	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545286574	1624545287000	424	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545286647	1624545287091	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545286647	1624545287091	444	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545286766	1624545287212	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545286766	1624545287213	446	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545287380	1624545287790	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545287379	1624545287790	410	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545287338	1624545287816	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545287337	1624545287817	478	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545287967	1624545288375	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545287966	1624545288375	408	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545287734	1624545288502	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545287733	1624545288503	768	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545284008	1624545289153	OK	 
GROUP	StarAPI,ChatTranscript	1624545284007	1624545289154	5145	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545288105	1624545289153	OK	 
GROUP	StarAPI,ChatTranscript	1624545288104	1624545289154	1048	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545287974	1624545289154	OK	 
GROUP	StarAPI,ChatTranscript	1624545287974	1624545289154	1180	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545285491	1624545289156	OK	 
GROUP	StarAPI,ChatTranscript	1624545285490	1624545289156	3665	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545288591	1624545289482	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545288590	1624545289483	891	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545288703	1624545289528	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545288702	1624545289528	825	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545289806	1624545289924	OK	 
GROUP	StarAPI,ChatTranscript	1624545289806	1624545289925	118	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545289387	1624545290150	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545289386	1624545290151	763	OK
GROUP	StarAPI	1624545275052	1624545290191	7517	OK
GROUP	StarAPI	1624545277043	1624545290229	3532	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545290193	1624545290279	OK	 
GROUP	StarAPI,LOGIN	1624545290192	1624545290280	86	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545290230	1624545290297	OK	 
GROUP	StarAPI,LOGIN	1624545290230	1624545290298	67	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545289469	1624545290329	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545289469	1624545290329	860	OK
GROUP	StarAPI	1624545276048	1624545290345	6408	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545289882	1624545290376	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545289882	1624545290376	494	OK
GROUP	StarAPI	1624545279038	1624545290406	3207	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545290346	1624545290411	OK	 
GROUP	StarAPI,LOGIN	1624545290345	1624545290411	65	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545290407	1624545290476	OK	 
GROUP	StarAPI,LOGIN	1624545290407	1624545290476	69	OK
GROUP	StarAPI	1624545280040	1624545291342	2242	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545291342	1624545291401	OK	 
GROUP	StarAPI,LOGIN	1624545291342	1624545291402	59	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545291082	1624545291459	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545291082	1624545291460	377	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545291599	1624545291744	OK	 
GROUP	StarAPI,GetStarNote	1624545291599	1624545291745	145	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545291448	1624545291842	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545291447	1624545291842	394	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545291721	1624545291863	OK	 
GROUP	StarAPI,GetStarNote	1624545291720	1624545291864	142	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545292095	1624545292190	OK	 
GROUP	StarAPI,ChatTranscript	1624545292094	1624545292190	95	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545291811	1624545292193	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545291810	1624545292193	382	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545291798	1624545292216	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545291797	1624545292217	418	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545293138	1624545293280	OK	 
GROUP	StarAPI,GetStarNote	1624545293138	1624545293281	142	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545292949	1624545293352	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545292949	1624545293353	403	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545293322	1624545293403	OK	 
GROUP	StarAPI,ChatTranscript	1624545293322	1624545293403	81	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545292878	1624545293506	OK	 
GROUP	StarAPI,ChatTranscript	1624545292878	1624545293507	628	OK
GROUP	StarAPI	1624545282041	1624545293673	2443	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545293674	1624545293739	OK	 
GROUP	StarAPI,LOGIN	1624545293673	1624545293739	65	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545294027	1624545294129	OK	 
GROUP	StarAPI,ChatTranscript	1624545294027	1624545294130	102	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545294063	1624545294139	OK	 
GROUP	StarAPI,ChatTranscript	1624545294062	1624545294139	76	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545293801	1624545294266	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545293801	1624545294267	465	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545291844	1624545294430	OK	 
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545292344	1624545294430	OK	 
GROUP	StarAPI,GetStarNote	1624545292344	1624545294431	2086	OK
GROUP	StarAPI,GetStarNote	1624545291843	1624545294431	2586	OK
GROUP	StarAPI	1624545281038	1624545295112	4591	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545294562	1624545295137	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545294562	1624545295137	575	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545295113	1624545295172	OK	 
GROUP	StarAPI,LOGIN	1624545295113	1624545295173	59	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545294899	1624545295208	OK	 
GROUP	StarAPI,GetStarNote	1624545294899	1624545295209	309	OK
GROUP	StarAPI	1624545283041	1624545295244	2779	OK
GROUP	StarAPI	1624545278037	1624545295305	8319	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545295244	1624545295306	OK	 
GROUP	StarAPI,LOGIN	1624545295244	1624545295307	62	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545295305	1624545295369	OK	 
GROUP	StarAPI,LOGIN	1624545295305	1624545295369	64	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545294526	1624545295426	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545294525	1624545295426	900	OK
GROUP	StarAPI	1624545284037	1624545295756	2395	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545295756	1624545295819	OK	 
GROUP	StarAPI,LOGIN	1624545295756	1624545295820	63	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545295771	1624545296337	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545295770	1624545296337	566	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545296263	1624545296739	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545296263	1624545296739	476	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545295790	1624545296747	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545295790	1624545296747	957	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545296298	1624545297087	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545296297	1624545297088	789	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545296873	1624545297211	OK	 
GROUP	StarAPI,GetStarNote	1624545296873	1624545297211	338	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545296634	1624545297246	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545296634	1624545297246	612	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545297067	1624545297414	OK	 
GROUP	StarAPI,GetStarNote	1624545297067	1624545297414	347	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545296885	1624545297460	OK	 
GROUP	StarAPI,GetStarNote	1624545296884	1624545297461	575	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545297241	1624545297764	OK	 
GROUP	StarAPI,GetStarNote	1624545297240	1624545297764	523	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545297369	1624545297772	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545297368	1624545297772	403	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545297477	1624545298170	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545297476	1624545298170	693	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545298161	1624545298534	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545298160	1624545298535	373	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545297863	1624545298733	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545297862	1624545298733	870	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545298440	1624545298842	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545298440	1624545298843	402	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545298976	1624545299358	OK	 
GROUP	StarAPI,ChatTranscript	1624545298976	1624545299359	382	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545298799	1624545299713	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545298798	1624545299713	914	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545298947	1624545299826	OK	 
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545298904	1624545299826	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545298947	1624545299827	879	OK
GROUP	StarAPI,GetEpisodeOfCare	1624545298904	1624545299827	922	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545298874	1624545299848	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545298874	1624545299848	974	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545299427	1624545300118	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545299427	1624545300118	691	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545299438	1624545300139	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545299438	1624545300140	701	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545300065	1624545300256	OK	 
GROUP	StarAPI,ChatTranscript	1624545300065	1624545300256	191	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545299957	1624545300542	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545299956	1624545300543	585	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545300532	1624545300681	OK	 
GROUP	StarAPI,ChatTranscript	1624545300532	1624545300681	149	OK
GROUP	StarAPI	1624545290229	1624545301240	2300	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545301241	1624545301303	OK	 
GROUP	StarAPI,LOGIN	1624545301241	1624545301303	62	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545301115	1624545301899	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545301115	1624545301900	784	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545301134	1624545301929	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545301134	1624545301929	795	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545301837	1624545301956	OK	 
GROUP	StarAPI,ChatTranscript	1624545301837	1624545301956	119	OK
GROUP	StarAPI	1624545290192	1624545302035	2243	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545302035	1624545302097	OK	 
GROUP	StarAPI,LOGIN	1624545302035	1624545302098	62	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545302193	1624545302266	OK	 
GROUP	StarAPI,ChatTranscript	1624545302192	1624545302266	73	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545301739	1624545302274	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545301739	1624545302274	535	OK
GROUP	StarAPI	1624545291342	1624545302276	2087	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545301588	1624545302308	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545301587	1624545302311	720	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545302277	1624545302341	OK	 
GROUP	StarAPI,LOGIN	1624545302276	1624545302342	64	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545301836	1624545302652	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545301836	1624545302652	816	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545303301	1624545303414	OK	 
GROUP	StarAPI,ChatTranscript	1624545303301	1624545303415	113	OK
GROUP	StarAPI	1624545290407	1624545303452	4234	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545303105	1624545303466	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545303105	1624545303467	361	OK
GROUP	StarAPI	1624545290345	1624545303470	4655	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545303453	1624545303517	OK	 
GROUP	StarAPI,LOGIN	1624545303453	1624545303517	64	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545303470	1624545303528	OK	 
GROUP	StarAPI,LOGIN	1624545303470	1624545303528	58	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545303148	1624545303557	OK	 
GROUP	StarAPI,GetStarNote	1624545303148	1624545303557	409	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545303198	1624545303611	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545303198	1624545303611	413	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545303325	1624545303731	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545303325	1624545303731	406	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545303988	1624545304207	OK	 
GROUP	StarAPI,GetStarNote	1624545303988	1624545304208	219	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545304151	1624545304388	OK	 
GROUP	StarAPI,GetStarNote	1624545304151	1624545304388	237	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545304478	1624545304569	OK	 
GROUP	StarAPI,ChatTranscript	1624545304477	1624545304570	91	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545304590	1624545305167	OK	 
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545304588	1624545305167	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545304590	1624545305168	577	OK
GROUP	StarAPI,GetEpisodeOfCare	1624545304588	1624545305168	579	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545304587	1624545305194	OK	 
GROUP	StarAPI,GetStarNote	1624545304586	1624545305195	607	OK
GROUP	StarAPI	1624545293673	1624545305238	2608	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545304880	1624545305239	OK	 
GROUP	StarAPI,GetStarNote	1624545304879	1624545305239	359	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545305395	1624545305469	OK	 
GROUP	StarAPI,ChatTranscript	1624545305394	1624545305469	74	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545305239	1624545305496	OK	 
GROUP	StarAPI,LOGIN	1624545305238	1624545305497	257	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545305433	1624545305512	OK	 
GROUP	StarAPI,ChatTranscript	1624545305432	1624545305512	79	OK
GROUP	StarAPI	1624545295244	1624545305720	2561	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545305322	1624545305731	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545305321	1624545305731	409	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545305720	1624545305972	OK	 
GROUP	StarAPI,LOGIN	1624545305720	1624545305973	252	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545305761	1624545306133	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545305760	1624545306134	372	OK
GROUP	StarAPI	1624545295112	1624545306651	2528	OK
REQUEST	StarAPI,ChatTranscript	ChatTranscript	1624545306652	1624545306723	OK	 
GROUP	StarAPI,ChatTranscript	1624545306651	1624545306723	71	OK
GROUP	StarAPI	1624545295305	1624545306752	2742	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545306652	1624545306893	OK	 
GROUP	StarAPI,LOGIN	1624545306652	1624545306894	241	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545306547	1624545306927	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545306547	1624545306927	380	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545306753	1624545307006	OK	 
GROUP	StarAPI,LOGIN	1624545306753	1624545307007	253	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545306881	1624545307044	OK	 
GROUP	StarAPI,GetStarNote	1624545306881	1624545307044	163	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545306395	1624545307133	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545306395	1624545307134	738	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545307020	1624545307219	OK	 
GROUP	StarAPI,GetStarNote	1624545307020	1624545307220	199	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545307125	1624545307491	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545307124	1624545307491	366	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545306786	1624545307508	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545306785	1624545307509	722	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545307317	1624545307976	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545307317	1624545307976	659	OK
GROUP	StarAPI	1624545295756	1624545308118	2793	OK
REQUEST	StarAPI,LOGIN	LOGIN	1624545308119	1624545308364	OK	 
GROUP	StarAPI,LOGIN	1624545308119	1624545308364	245	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545308523	1624545309155	OK	 
GROUP	StarAPI,GetStarNote	1624545308523	1624545309155	632	OK
REQUEST	StarAPI,GetStarNote	GetStarNote	1624545308883	1624545309249	OK	 
GROUP	StarAPI,GetStarNote	1624545308883	1624545309249	366	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545308498	1624545309632	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545308498	1624545309632	1134	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545308859	1624545309804	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545308859	1624545309805	945	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545308863	1624545309807	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545308863	1624545309808	944	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545309027	1624545309999	OK	 
GROUP	StarAPI,GetStarUIMemberDetail	1624545309027	1624545309999	972	OK
REQUEST	StarAPI,GetStarUIMemberList	GetStarUIMemberList	1624545308606	1624545310000	OK	 
GROUP	StarAPI,GetStarUIMemberList	1624545308606	1624545310001	1394	OK
REQUEST	StarAPI,GetEpisodeOfCare	GetEpisodeOfCare	1624545308971	1624545310004	OK	 
GROUP	StarAPI,GetEpisodeOfCare	1624545308970	1624545310004	1033	OK
REQUEST	StarAPI,GetStarUIMemberDetail	GetStarUIMemberDetail	1624545309759	1624545310380	OK	 
