RUN	StarTest.Framework.StarSim	starsim	1624896224123	StarTest.Framework.StarSim-SIMULATION_1_10:SIMULATION_2_0:SIMULATION_3_0:Iterations_100	3.5.1
USER	Users_1	START	1624896225598
REQUEST	,LOGIN	LOGIN	1624896225618	1624896225982	OK	 
GROUP	,LOGIN	1624896225602	1624896226000	364	OK
REQUEST	,GetStarNote	GetStarNote	1624896226007	1624896226367	OK	 
GROUP	,GetStarNote	1624896226003	1624896226369	360	OK
USER	Users_1	START	1624896226595
REQUEST	,LOGIN	LOGIN	1624896226596	1624896226881	OK	 
GROUP	,LOGIN	1624896226595	1624896226882	285	OK
REQUEST	,GetStarNote	GetStarNote	1624896226883	1624896227376	OK	 
GROUP	,GetStarNote	1624896226883	1624896227378	493	OK
USER	Users_1	START	1624896227593
REQUEST	,GetEpisodeOfCare	GetEpisodeOfCare	1624896227376	1624896228176	OK	 
GROUP	,GetEpisodeOfCare	1624896227374	1624896228178	800	OK
REQUEST	,LOGIN	LOGIN	1624896227594	1624896228326	OK	 
GROUP	,LOGIN	1624896227593	1624896228327	732	OK
USER	Users_1	START	1624896228592
REQUEST	,GetStarNote	GetStarNote	1624896228328	1624896228687	OK	 
GROUP	,GetStarNote	1624896228327	1624896228689	359	OK
REQUEST	,GetEpisodeOfCare	GetEpisodeOfCare	1624896228383	1624896228773	OK	 
GROUP	,GetEpisodeOfCare	1624896228382	1624896228774	390	OK
REQUEST	,LOGIN	LOGIN	1624896228593	1624896228868	OK	 
GROUP	,LOGIN	1624896228592	1624896228869	275	OK
REQUEST	,GetStarNote	GetStarNote	1624896228870	1624896229281	OK	 
GROUP	,GetStarNote	1624896228869	1624896229284	411	OK
USER	Users_1	START	1624896229588
REQUEST	,GetStarUIMemberList	GetStarUIMemberList	1624896229183	1624896229848	OK	 
GROUP	,GetStarUIMemberList	1624896229182	1624896229849	665	OK
REQUEST	,LOGIN	LOGIN	1624896229589	1624896229863	OK	 
GROUP	,LOGIN	1624896229588	1624896229864	274	OK
REQUEST	,GetEpisodeOfCare	GetEpisodeOfCare	1624896229694	1624896230125	OK	 
GROUP	,GetEpisodeOfCare	1624896229694	1624896230126	431	OK
REQUEST	,GetStarNote	GetStarNote	1624896229865	1624896230266	OK	 
GROUP	,GetStarNote	1624896229864	1624896230267	401	OK
REQUEST	,GetStarUIMemberList	GetStarUIMemberList	1624896229779	1624896230579	OK	 
GROUP	,GetStarUIMemberList	1624896229779	1624896230580	800	OK
USER	Users_1	START	1624896230592
REQUEST	,GetEpisodeOfCare	GetEpisodeOfCare	1624896230286	1624896230653	OK	 
GROUP	,GetEpisodeOfCare	1624896230285	1624896230654	367	OK
REQUEST	,LOGIN	LOGIN	1624896230593	1624896230861	OK	 
GROUP	,LOGIN	1624896230593	1624896230862	268	OK
REQUEST	,GetStarNote	GetStarNote	1624896230863	1624896231215	OK	 
GROUP	,GetStarNote	1624896230863	1624896231216	352	OK
REQUEST	,GetStarUIMemberDetail	GetStarUIMemberDetail	1624896230854	1624896231234	OK	 
GROUP	,GetStarUIMemberDetail	1624896230853	1624896231235	380	OK
USER	Users_1	START	1624896231588
REQUEST	,GetEpisodeOfCare	GetEpisodeOfCare	1624896231272	1624896231680	OK	 
GROUP	,GetEpisodeOfCare	1624896231271	1624896231681	408	OK
REQUEST	,GetStarUIMemberList	GetStarUIMemberList	1624896231130	1624896231814	OK	 
GROUP	,GetStarUIMemberList	1624896231128	1624896231815	684	OK
REQUEST	,LOGIN	LOGIN	1624896231589	1624896231922	OK	 
GROUP	,LOGIN	1624896231589	1624896231923	333	OK
REQUEST	,GetStarUIMemberDetail	GetStarUIMemberDetail	1624896231584	1624896231988	OK	 
GROUP	,GetStarUIMemberDetail	1624896231583	1624896231989	404	OK
REQUEST	,GetStarUIMemberList	GetStarUIMemberList	1624896231659	1624896232335	OK	 
GROUP	,GetStarUIMemberList	1624896231659	1624896232336	676	OK
REQUEST	,ChatTranscript	ChatTranscript	1624896232240	1624896232452	OK	 
GROUP	,ChatTranscript	1624896232239	1624896232453	212	OK
USER	Users_1	START	1624896232590
REQUEST	,GetEpisodeOfCare	GetEpisodeOfCare	1624896232221	1624896232637	OK	 
GROUP	,GetEpisodeOfCare	1624896232220	1624896232638	416	OK
REQUEST	,LOGIN	LOGIN	1624896232591	1624896232949	OK	 
GROUP	,LOGIN	1624896232590	1624896232950	358	OK
REQUEST	,GetStarUIMemberDetail	GetStarUIMemberDetail	1624896232821	1624896233411	OK	 
GROUP	,GetStarUIMemberDetail	1624896232820	1624896233412	590	OK
REQUEST	,ChatTranscript	ChatTranscript	1624896232991	1624896233415	OK	 
GROUP	,ChatTranscript	1624896232990	1624896233415	424	OK
REQUEST	,GetStarUIMemberList	GetStarUIMemberList	1624896232686	1624896233476	OK	 
GROUP	,GetStarUIMemberList	1624896232686	1624896233477	790	OK
REQUEST	,GetStarNote	GetStarNote	1624896232951	1624896233573	OK	 
GROUP	,GetStarNote	1624896232951	1624896233573	622	OK
USER	Users_1	START	1624896233593
REQUEST	,GetStarNote	GetStarNote	1624896233459	1624896233709	OK	 
