RUN	ocmlogin	ocmlogin	1630524025225	 	3.5.1
USER	ocmlogin	START	1630524028839
REQUEST		Authenticate	1630524028858	1630524030726	OK	 
REQUEST		request_0	1630524030748	1630524031609	OK	 
REQUEST		request_1	1630524031613	1630524031700	OK	 
REQUEST		request_2	1630524031705	1630524031821	OK	 
REQUEST		request_2 Redirect 1	1630524031825	1630524031942	OK	 
REQUEST		request_2 Redirect 2	1630524031943	1630524032064	OK	 
REQUEST		bootstrap.min.css	1630524032119	1630524034114	OK	 
REQUEST		msidpassword.js	1630524032120	1630524037683	OK	 
REQUEST		common.js	1630524032121	1630524037692	OK	 
REQUEST		common.css	1630524032119	1630524037694	OK	 
REQUEST		UHG_Header_Logo.png	1630524032120	1630524037702	OK	 
REQUEST		request_3	1630524037703	1630524040602	OK	 
REQUEST		zone-patch-user-media.js	1630524042007	1630524042696	OK	 
REQUEST		webapis-rtc-peer-connection.min.js	1630524042006	1630524042700	OK	 
REQUEST		runtime.min.js	1630524042008	1630524042773	OK	 
REQUEST		system.min.js	1630524042009	1630524042776	OK	 
REQUEST		import-map-overrides.js	1630524042008	1630524042974	OK	 
REQUEST		css2?family=Roboto:wght@300;400;500&display=swap	1630524040719	1630524043056	OK	 
REQUEST		global-this	1630524042096	1630524043109	OK	 
REQUEST		icon?family=Material+Icons	1630524040837	1630524043118	OK	 
REQUEST		global-this	1630524043110	1630524043228	OK	 
REQUEST		popper.min.js	1630524042010	1630524043240	OK	 
REQUEST		amd.min.js	1630524042699	1630524043272	OK	 
REQUEST		named-exports.min.js	1630524042701	1630524043284	OK	 
REQUEST		bootstrap.min.js	1630524040838	1630524043294	OK	 
REQUEST		jquery-3.3.1.slim.min.js	1630524040607	1630524043308	OK	 
REQUEST		global-this	1630524043230	1630524043330	OK	 
REQUEST		zone.min.js	1630524040922	1630524044189	OK	 
REQUEST		d3.v3.min.js	1630524042186	1630524044920	OK	 
REQUEST		minified.min.js	1630524042775	1630524046173	OK	 
REQUEST		request_13	1630524046180	1630524046573	OK	 
REQUEST		request_21	1630524046577	1630524049367	OK	 
REQUEST		request_22	1630524049368	1630524049463	OK	 
REQUEST		request_23	1630524049464	1630524049727	OK	 
REQUEST		request_24	1630524049728	1630524050176	OK	 
REQUEST		request_25	1630524050177	1630524050442	OK	 
REQUEST		request_26	1630524050443	1630524064000	OK	 
REQUEST		request_27	1630524064040	1630524064381	OK	 
REQUEST		request_28	1630524064384	1630524064477	OK	 
REQUEST		request_29	1630524064479	1630524064895	OK	 
REQUEST		request_30	1630524064896	1630524067670	OK	 
REQUEST		request_31	1630524067672	1630524080314	OK	 
REQUEST		request_32	1630524080318	1630524080635	OK	 
REQUEST		request_33	1630524080636	1630524080750	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST		request_34	1630524080752	1630524081478	OK	 
REQUEST		request_35	1630524081479	1630524081630	OK	 
REQUEST		request_36	1630524081632	1630524081755	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST		request_37	1630524081756	1630524082238	OK	 
REQUEST		request_38	1630524082239	1630524082430	OK	 
REQUEST		request_39	1630524082431	1630524082581	OK	 
REQUEST		request_40	1630524082582	1630524082705	OK	 
REQUEST		request_41	1630524082707	1630524082829	OK	 
REQUEST		request_42	1630524082830	1630524082960	OK	 
REQUEST		request_43	1630524082961	1630524083077	OK	 
REQUEST		request_44	1630524083078	1630524083554	OK	 
REQUEST		request_45	1630524083555	1630524084539	OK	 
USER	ocmlogin	END	1630524084546
